BHK,Size,City,Bathroom,Area Type,Furnishing Status,Tenant Preferred,Rent,Description,Neighborhood_Overview,Picture_URL,Amenities,Bedrooms,Bathrooms_Airbnb,Property_Type,Room_Type,Price_Airbnb
3,1200,Kolkata,2,Carpet Area,Semi-Furnished,Bachelors/Family,25000,,,https://a0.muscache.com/pictures/3e656127-d8e2-4743-a405-1b91d81c4dc7.jpg,"[""Smoke alarm"", ""Kitchen"", ""Trash compactor"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Host greets you"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Exercise equipment"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Single level home"", ""Books and reading material"", ""Clothing storage: closet"", ""HDTV with Netflix"", ""Barbecue utensils"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Free street parking"", ""Cleaning products"", ""Bidet"", ""Stove""]",1.0,1.0,Private room in rental unit,Private room,
1,400,Kolkata,1,Carpet Area,Unfurnished,Bachelors/Family,5000,"Immaculate two level 3000 Sq. Ft. Bright & Sunny Cape Cod with 4 large bedrooms, Den, 2 full baths, living, dining & kitchen. Central Air & Heat. The house is situated in upscale Pine hills neighborhood on a quite dead end street with a Creek flowing through the back of the property. Peaceful & Serene View from Deck. Convenient location. Parking, Streaming Channels & WiFi included.  Relax on the deck overlooking creek with nature sounds. Short drive  to Ski Resorts.",,https://a0.muscache.com/pictures/66051b76-c375-4753-9c8f-baffa418ad4f.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Ethernet connection"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Safe"", ""Hot water kettle"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Free driveway parking on premises \u2013 2 spaces"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Laundromat nearby"", ""Garden view"", ""Books and reading material"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Keypad"", ""40 inch HDTV with standard cable"", ""High chair"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser""]",4.0,2.0,Entire home,Entire home/apt,
1,250,Kolkata,1,Carpet Area,Furnished,Bachelors,6500,"Single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife. <br /><br />Recently renovated room packed with basic amenities.",,https://a0.muscache.com/pictures/0d7f6d7c-0faf-43d6-a63f-b935103cf056.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",1.0,1.0,Private room in home,Private room,
1,375,Kolkata,1,Carpet Area,Unfurnished,Bachelors/Family,5500,"My place is close to University of Albany, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture. You’ll love my place because of the location, the ambiance, the outdoors space, fully renovated, newly furnished, nice yard, awesome double rear deck,  open floor plan and central air.   My place is good for couples, solo adventurers, business travelers, families (with kids), big groups, and furry friends ($50 pet fee w/ booties included).",,https://a0.muscache.com/pictures/408eb58e-caa7-4021-9a9e-dfa49e849052.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Paid crib"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Pets allowed"", ""Electric stove"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Essentials"", ""Outdoor furniture"", ""Garden view"", ""First aid kit"", ""Baby bath"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Board games"", ""Lake access"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, premium cable, Roku, standard cable"", ""High chair""]",2.0,2.0,Entire home,Entire home/apt,
3,900,Kolkata,2,Carpet Area,Unfurnished,Bachelors,8500,"Private bedroom, shared living room, and shared bathroom on the 2nd floor in my personal home with 2-3 guests or by yourself. 3 fans in each bedroom. 16-inch memory foam mattress. Mini fridge, microwave, coffee maker, bottled water, and toaster in the room.  No ac and no kitchen use. Self-check-in Owner-occupied house. On bus lines.   Direct bus line to Greyhound, Amtrak, Mall, Empire State Plaza, and Suny Albany.  Free street parking only.",,https://a0.muscache.com/pictures/hosting/Hosting-15580397/original/11c2787f-fd66-4dd0-b658-428fc5172629.jpeg,"[""Smoke alarm"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Books and reading material"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""40 inch HDTV with Fire TV, Netflix, Amazon Prime Video, Disney+, HBO Max, Hulu""]",1.0,1.0,Private room in home,Private room,
3,1286,Kolkata,2,Carpet Area,Furnished,Bachelors/Family,40000,Old style comfort.  Large high ceiling studio w kitchen facilities and private walk in shower    Queen size bed.  Lots of windows.  Ceiling fan. Window a/c.   Old world ambience with large mirrors and wallpaper.  Street level.  No stairs.  Parking at the door in driveway.  Porch w rocking chairs. Lots of garden. Park  called Greenway across the street.  Walk to post office hospital lots of eateries Starbucks.  15minute bus service from new Scotland ave to downtown.  Wi-Fi 5 G. Lockbox entry.,,https://a0.muscache.com/pictures/hosting/Hosting-16531782/original/8c5040d4-591a-4741-a9fe-79d2725a855c.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""HDTV"", ""Patio or balcony"", ""Essentials"", ""Outdoor furniture"", ""Single level home"", ""Free parking on premises"", ""Dishes and silverware"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Sun loungers""]",1.0,1.0,Private room in guest suite,Private room,
2,600,Kolkata,1,Super Area,Semi-Furnished,Bachelors/Family,6000,"IF YOUR PRIORITY IS GOOD NEIGHBORHOOD AND FANCY CLEAN HOUSE”DO NOT PRFER US”<br />IF YOUR PRIORITY IS “””SAFETY PLACE,GREEN LIFE AND ORGANIC NUTRITION””” YOU PREFER US<br />Important notice<br />We updated our cleaning protocol duo to COVID-19 pandemic.<br /><br />This room is not 5 stars hotel room.<br /> Before booking,read carefully about room description.<br />Breakfast free,Wi Fi high speed internet<br />We don't use chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides .",,https://a0.muscache.com/pictures/4c939df7-1935-4423-89c8-b32f10ec48ed.jpg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Host greets you"", ""Safe"", ""Free dryer \u2013 In building"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Free street parking"", ""Fire extinguisher"", ""Breakfast"", ""Stove""]",,,Private room in home,Private room,
2,800,Kolkata,1,Super Area,Unfurnished,Bachelors/Family,10000,"Convenience and comfort is what you will find. Private bedroom offered in single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife.<br />Full kitchen available with comfortable living room and full bathroom.<br />Hosted multiple medical professionals, students, state interns, and more!<br /><br />House is a 4 bedroom 1 bath home.",,https://a0.muscache.com/pictures/689d28bd-fc6e-4512-ad8d-520b3030c238.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove""]",1.0,1.0,Private room in home,Private room,
2,2000,Kolkata,1,Carpet Area,Unfurnished,Bachelors/Family,11000,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. <br /><br /> It features  a driveway with covered parking, a nice outdoor area with seating, lounging and a weber 3 burner propane grill.   The home has central air and a 5 person Clearlight Premier IS-5 infrared cedar sauna by Jacuzzi. <br /><br />My place is close to University of Albany, tennis, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture.",,https://a0.muscache.com/pictures/95aa6d3d-5611-4c75-989e-774206f18c57.jpg,"[""Shower gel"", ""Coffee maker"", ""Hair dryer"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Rice maker"", ""Pets allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Organic body soap"", ""Crib"", ""Dishwasher"", ""Ethernet connection"", ""Outdoor dining area"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Organic conditioner"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Single level home"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Children\u2019s books and toys"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Cleaning products"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Table corner guards"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Ceiling fan"", ""Baking sheet"", ""Safe"", ""Portable fans"", ""Outdoor furniture"", ""Self check-in"", ""Blender"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Keypad"", ""High chair"", ""Outlet covers"", ""Exercise equipment: free weights, yoga mat"", ""Smoke alarm"", ""Private patio or balcony"", ""Baby safety gates"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water kettle"", ""Dining table"", ""Free carport on premises \u2013 3 spaces"", ""Extra pillows and blankets"", ""Bose sound system"", ""65 inch HDTV with Netflix, premium cable, Hulu, Roku, Amazon Prime Video"", ""Private sauna"", ""BBQ grill: gas"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Garden view"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Barbecue utensils"", ""Baby bath"", ""Dishes and silverware"", ""Game console"", ""Board games"", ""Private gym in building""]",2.0,1.0,Entire home,Entire home/apt,
2,660,Kolkata,1,Super Area,Unfurnished,Bachelors/Family,6000,"Urban Oasis!  2nd Floor master bedroom in residential home.  Queen sized bed. Private bath. Mini-refrigerator, microwave and sitting area in room. Shared entrance but access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown",,https://a0.muscache.com/pictures/2861bf31-7118-4e73-8b01-7322844191c3.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Heating"", ""Washer"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Keypad"", ""Stove""]",1.0,1.0,Private room in home,Private room,
